disease	drug	proximity	pval
Amyloid Neuropathies	bremelanotide	2.6	0.951762641
Amyloid Neuropathies	brentuximab vedotin	3	0.953384823
Amyloid Neuropathies	bretylium	2	0.599239516
Amyloid Neuropathies	brexanolone	2.230769231	0.127828538
Amyloid Neuropathies	brexpiprazole	2.6	0.998775407
Amyloid Neuropathies	brigatinib	2	0.861057786
Amyloid Neuropathies	brimonidine	3	0.99700167
Amyloid Neuropathies	brinzolamide	2.4	0.481841968
Amyloid Neuropathies	brivaracetam	2.545454545	0.886407452
Amyloid Neuropathies	brolucizumab	2	0.532482826
Amyloid Neuropathies	bromazepam	2.2	0.036160942
Amyloid Neuropathies	bromfenac	2	0.308537539
Amyloid Neuropathies	bromocriptine	2.666666667	0.999999993
Amyloid Neuropathies	bromodiphenhydramine	2	0.242497251
Amyloid Neuropathies	brompheniramine	2.5	0.812478188
Amyloid Neuropathies	buclizine	2.5	0.652975426
Amyloid Neuropathies	budesonide	2	0.685059521
Amyloid Neuropathies	bufexamac	2	0.362729644
Amyloid Neuropathies	bumetanide	2.4	0.828096497
Amyloid Neuropathies	bupivacaine	2	0.083824222
Amyloid Neuropathies	buprenorphine	2.25	0.707463283
Amyloid Neuropathies	bupropion	2	0.11477055
Amyloid Neuropathies	buserelin	2.5	0.69794121
Amyloid Neuropathies	buspirone	2.285714286	0.825614617
Amyloid Neuropathies	butabarbital	2.176470588	0.062801159
Amyloid Neuropathies	butalbital	2.176470588	0.039765917
Amyloid Neuropathies	butamben	2.448275862	0.862921217
Amyloid Neuropathies	butenafine	2	0.232658061
Amyloid Neuropathies	butobarbital	2.1	0.049616221
Amyloid Neuropathies	butorphanol	2	0.38424374
Amyloid Neuropathies	butriptyline	1.666666667	0.00579285
Amyloid Neuropathies	butylscopolamine	2.5	0.918187445
Amyloid Neuropathies	cabazitaxel	2	0.617911422
Amyloid Neuropathies	cabergoline	2.55	0.999996636
Amyloid Neuropathies	cabozantinib	2	0.667945863
Amyloid Neuropathies	caffeine	2.28125	0.556668371
Amyloid Neuropathies	calcifediol	2	0.565406593
Amyloid Neuropathies	calcipotriol	2	0.590280184
Amyloid Neuropathies	calcitriol	2	0.469190992
Amyloid Neuropathies	calcium	2.157894737	0.516104308
Amyloid Neuropathies	calcium carbimide	2	0.168754366
Amyloid Neuropathies	calcium chloride	2	0.303977175
Amyloid Neuropathies	calcium citrate	2.193548387	0.892891089
Amyloid Neuropathies	calcium levulinate	2	0.437101465
Amyloid Neuropathies	calcium phosphate	2.193548387	0.851586586
Amyloid Neuropathies	calcium phosphate dihydrate	2.193548387	0.856729323
Amyloid Neuropathies	camphor	2.25	0.227154676
Amyloid Neuropathies	canakinumab	2	0.370072068
Amyloid Neuropathies	candesartan cilexetil	2	0.454795947
Amyloid Neuropathies	cangrelor	3	0.615393999
Amyloid Neuropathies	cannabidiol	2.342105263	0.875340767
Amyloid Neuropathies	cantharidin	2	0.56945295
Amyloid Neuropathies	capecitabine	2	0.484989797
Amyloid Neuropathies	caplacizumab	2	0.482236285
Amyloid Neuropathies	capromab pendetide	3	0.902914004
Amyloid Neuropathies	capsaicin	2	0.359525925
Amyloid Neuropathies	capsicum oleoresin	2	0.406048459
Amyloid Neuropathies	captopril	2	0.233421057
Amyloid Neuropathies	carbamazepine	2.222222222	0.369115015
Amyloid Neuropathies	carbamoylcholine	2.5	0.890882346
Amyloid Neuropathies	carbetocin	2	0.232658061
Amyloid Neuropathies	carbidopa	2	0.212685342
Amyloid Neuropathies	carbimazole	3	0.806673088
Amyloid Neuropathies	carbinoxamine	2	0.28211525
Amyloid Neuropathies	carbocisteine	2	0.599239516
Amyloid Neuropathies	carbon monoxide	2	0.22776105
Amyloid Neuropathies	carboprost tromethamine	2	0.258013633
Amyloid Neuropathies	carboxin	2	0.590280184
Amyloid Neuropathies	carboxymethylcellulose	2	0.434593407
Amyloid Neuropathies	carfilzomib	2	0.520146021
Amyloid Neuropathies	carglumic acid	2	0.482236285
Amyloid Neuropathies	cariprazine	2.5	0.975726236
Amyloid Neuropathies	carisoprodol	2	0.026101818
Amyloid Neuropathies	carmustine	2	0.43054705
Amyloid Neuropathies	carprofen	2	0.28968897
Amyloid Neuropathies	carteolol	1.5	0.041546638
Amyloid Neuropathies	carvedilol	2.277777778	0.974366789
Amyloid Neuropathies	castor oil	2	0.260136898
Amyloid Neuropathies	catridecacog	3	0.870384317
Amyloid Neuropathies	catumaxomab	1.571428571	1.55E-06
Amyloid Neuropathies	cefazolin	2	0.196302464
Amyloid Neuropathies	cefdinir	2	0.227272062
Amyloid Neuropathies	cefotaxime	2.833333333	0.962530592
Amyloid Neuropathies	ceftriaxone	3	0.922620771
Amyloid Neuropathies	celecoxib	2.25	0.650167728
Amyloid Neuropathies	celiprolol	2.333333333	0.836251672
Amyloid Neuropathies	cemiplimab	3	0.89812323
Amyloid Neuropathies	cenegermin	2	0.580471939
Amyloid Neuropathies	ceritinib	2	0.553579205
Amyloid Neuropathies	cerivastatin	2	0.384099086
Amyloid Neuropathies	cerliponase alfa	2	0.515010203
Amyloid Neuropathies	certolizumab pegol	2	0.590280184
Amyloid Neuropathies	ceruletide	3	0.902914004
Amyloid Neuropathies	cetirizine	2	0.272819675
Amyloid Neuropathies	cetrorelix	2.5	0.70285172
Amyloid Neuropathies	cetuximab	1	2.07E-19
Amyloid Neuropathies	cevimeline	3	0.99572807
Amyloid Neuropathies	chenodeoxycholic acid	2.333333333	0.65004288
Amyloid Neuropathies	chloramphenicol	2	0.471884802
Amyloid Neuropathies	chlorcyclizine	2	0.293290869
Amyloid Neuropathies	chlordiazepoxide	2.230769231	0.059491853
Amyloid Neuropathies	chlorhexidine	3	0.926530812
Amyloid Neuropathies	chlormerodrin	3	0.98266906
Amyloid Neuropathies	chlormezanone	2	0.222400506
Amyloid Neuropathies	chlorobutanol	2	0.405648128
Amyloid Neuropathies	chloroprocaine	2	0.062829719
Amyloid Neuropathies	chloroquine	2.333333333	0.769920976
Amyloid Neuropathies	chlorothiazide	2.333333333	0.72582802
Amyloid Neuropathies	chlorpheniramine	1.5	0.000301725
Amyloid Neuropathies	chlorpromazine	2.5	0.999879043
Amyloid Neuropathies	chlorpropamide	3	0.888503069
Amyloid Neuropathies	chlorprothixene	2.666666667	0.999680519
Amyloid Neuropathies	chlorthalidone	3	0.955162868
Amyloid Neuropathies	chlorzoxazone	2	0.405648128
Amyloid Neuropathies	cholecalciferol	2	0.607564331
Amyloid Neuropathies	cholecystokinin	2	0.345368105
Amyloid Neuropathies	cholesterol	2	0.446420795
Amyloid Neuropathies	choline	2.142857143	0.304186552
Amyloid Neuropathies	choline magnesium trisalicylate	2	0.306301133
Amyloid Neuropathies	choline salicylate	2.142857143	0.211513935
Amyloid Neuropathies	chondroitin sulfate	2	0.297417315
Amyloid Neuropathies	choriogonadotropin alfa	2	0.319519959
Amyloid Neuropathies	chorionic gonadotropin (human)	2	0.359024167
Amyloid Neuropathies	chromic chloride	2	0.607564331
Amyloid Neuropathies	chromic nitrate	2	0.370072068
Amyloid Neuropathies	chromium	2	0.400760484
Amyloid Neuropathies	chromium gluconate	2	0.43054705
Amyloid Neuropathies	chromium nicotinate	2	0.40665171
Amyloid Neuropathies	chromous sulfate	2	0.414499996
Amyloid Neuropathies	chymopapain	2	0.303977175
Amyloid Neuropathies	ciclesonide	2	0.662018519
Amyloid Neuropathies	ciclopirox	2	0.590280184
Amyloid Neuropathies	cilastatin	3	0.82702182
Amyloid Neuropathies	cilazapril	1	0.002444564
Amyloid Neuropathies	cilostazol	2	0.384606001
Amyloid Neuropathies	cimetidine	3	0.736057837
Amyloid Neuropathies	cinacalcet	2	0.424072651
Amyloid Neuropathies	cinchocaine	2	0.355035959
Amyloid Neuropathies	cinnarizine	2.625	0.997537012
Amyloid Neuropathies	ciprofibrate	2	0.5
Amyloid Neuropathies	ciprofloxacin	2	0.553579205
Amyloid Neuropathies	cisapride	2.25	0.510251302
Amyloid Neuropathies	cisatracurium	3	0.783007914
Amyloid Neuropathies	cisplatin	1.5	0.000173412
Amyloid Neuropathies	citalopram	1	4.89E-05
Amyloid Neuropathies	citric acid	2.363636364	0.862257534
Amyloid Neuropathies	citrulline	2.166666667	0.140829749
Amyloid Neuropathies	cladribine	2	0.312373775
Amyloid Neuropathies	clarithromycin	2	0.434593407
Amyloid Neuropathies	clemastine	2	0.277669818
Amyloid Neuropathies	clenbuterol	1.8	0.043483707
Amyloid Neuropathies	clevidipine	2.5	0.738871683
Amyloid Neuropathies	clidinium	3	0.940486699
Amyloid Neuropathies	clobazam	2.230769231	0.042783124
Amyloid Neuropathies	clobetasol propionate	2	0.636755338
Amyloid Neuropathies	clobetasone	2	0.667945863
Amyloid Neuropathies	clocortolone	2	0.643348413
Amyloid Neuropathies	clodronic acid	2	0.594351872
Amyloid Neuropathies	clofarabine	2	0.511971915
Amyloid Neuropathies	clofazimine	2	0.237569428
Amyloid Neuropathies	clofedanol	2	0.328170027
Amyloid Neuropathies	clomifene	2	0.77223895
Amyloid Neuropathies	clomipramine	2.166666667	0.480035992
Amyloid Neuropathies	clonazepam	2.2	0.060322883
Amyloid Neuropathies	clonidine	2.666666667	0.996576581
Amyloid Neuropathies	clopidogrel	3	0.67273841
Amyloid Neuropathies	clorazepic acid	2.214285714	0.036275975
Amyloid Neuropathies	clotiazepam	2.230769231	0.130098803
Amyloid Neuropathies	clotrimazole	2	0.330105687
Amyloid Neuropathies	clove oil	2.25	0.826915392
Amyloid Neuropathies	clozapine	2.592592593	0.999958467
Amyloid Neuropathies	coagulation factor ix (recombinant)	1.857142857	0.041878232
Amyloid Neuropathies	coagulation factor ix human	1.857142857	0.028516218
Amyloid Neuropathies	coagulation factor vii human	2	0.2078387
Amyloid Neuropathies	coagulation factor viia recombinant human	2.166666667	0.487778487
Amyloid Neuropathies	cobimetinib	2	0.539827837
Amyloid Neuropathies	cocaine	2	0.034960336
Amyloid Neuropathies	coccidioides immitis spherule	2.285714286	0.943641838
Amyloid Neuropathies	codeine	2	0.331496103
Amyloid Neuropathies	colchicine	2	0.580471939
Amyloid Neuropathies	collagenase clostridium histolyticum	1.5	1.73E-06
Amyloid Neuropathies	conestat alfa	2	0.207951501
Amyloid Neuropathies	conivaptan	2	0.1694712
Amyloid Neuropathies	conjugated estrogens	2	0.852171817
Amyloid Neuropathies	copanlisib	2	0.467517174
Amyloid Neuropathies	copper	1.852941176	1.54E-10
Amyloid Neuropathies	corifollitropin alfa	2	0.405648128
Amyloid Neuropathies	corticorelin ovine triflutate	3	0.940247375
Amyloid Neuropathies	corticotropin	2	0.156601173
Amyloid Neuropathies	cortisone acetate	2	0.662018519
Amyloid Neuropathies	creatine	2.285714286	0.755987504
Amyloid Neuropathies	crisaborole	2	0.159871187
Amyloid Neuropathies	crizanlizumab	2	0.303977175
Amyloid Neuropathies	crizotinib	2	0.607564331
Amyloid Neuropathies	crofelemer	2	0.29714828
Amyloid Neuropathies	cromoglicic acid	2	0.368095262
Amyloid Neuropathies	crotalus adamanteus antivenin	3	0.751152496
Amyloid Neuropathies	cryptenamine	2.6	0.86682448
Amyloid Neuropathies	cupric chloride	2.5	0.988804402
Amyloid Neuropathies	curcumin	2	0.359789248
Amyloid Neuropathies	cyanocobalamin	2.666666667	0.95611781
Amyloid Neuropathies	cyclandelate	3	0.977815976
Amyloid Neuropathies	cyclizine	2	0.230834347
Amyloid Neuropathies	cyclobenzaprine	2.111111111	0.324678101
Amyloid Neuropathies	cyclopentolate	3	0.907967944
Amyloid Neuropathies	cyclophosphamide	2	0.460172163
Amyloid Neuropathies	cyclosporine	2.25	0.926925899
Amyloid Neuropathies	cyclothiazide	2.4	0.688349245
Amyloid Neuropathies	cycrimine	3	0.917438205
Amyloid Neuropathies	cyproheptadine	2.571428571	0.994628937
Amyloid Neuropathies	cyproterone acetate	2	0.580471939
Amyloid Neuropathies	cysteamine	3	0.957589073
Amyloid Neuropathies	cysteine	2.230769231	0.793300173
Amyloid Neuropathies	cystine	2.666666667	0.742419387
Amyloid Neuropathies	cytarabine	2	0.398789028
Amyloid Neuropathies	d-alpha-tocopherol acetate	1.888888889	0.080594317
Amyloid Neuropathies	d-methionine	2	0.392435669
Amyloid Neuropathies	d-serine	2	0.424072651
Amyloid Neuropathies	dabigatran etexilate	2	0.467517174
Amyloid Neuropathies	dabrafenib	2	0.408255468
Amyloid Neuropathies	dacarbazine	2	0.511971915
Amyloid Neuropathies	dacomitinib	2	0.77223895
Amyloid Neuropathies	dactinomycin	2	0.560301694
Amyloid Neuropathies	dalfampridine	2.642857143	0.999107528
Amyloid Neuropathies	dalteparin	2	0.242644626
Amyloid Neuropathies	damoctocog alfa pegol	2	0.413802929
Amyloid Neuropathies	danaparoid	2	0.337981481
Amyloid Neuropathies	danazol	2.2	0.865223114
Amyloid Neuropathies	dantrolene	2	0.377174872
Amyloid Neuropathies	dapiprazole	2.333333333	0.743847156
Amyloid Neuropathies	daratumumab	2	0.288034908
Amyloid Neuropathies	darbepoetin alfa	2	0.517763715
Amyloid Neuropathies	darifenacin	2.6	0.888503069
Amyloid Neuropathies	darolutamide	2	0.660379201
Amyloid Neuropathies	dasatinib	2	0.706853851
Amyloid Neuropathies	daunorubicin	2	0.467517174
Amyloid Neuropathies	debrisoquine	2	0.246893185
Amyloid Neuropathies	decamethonium	2.25	0.426252772
Amyloid Neuropathies	decitabine	2	0.575927349
Amyloid Neuropathies	deferoxamine	1	0.267469697
Amyloid Neuropathies	defibrotide	2.666666667	0.993384656
Amyloid Neuropathies	deflazacort	2	0.690579534
Amyloid Neuropathies	degarelix	3	0.780705359
Amyloid Neuropathies	demecarium	2.5	0.604947243
Amyloid Neuropathies	denileukin diftitox	2	0.388165077
Amyloid Neuropathies	denosumab	2	0.471884802
Amyloid Neuropathies	deoxycholic acid	2	0.377835952
Amyloid Neuropathies	dequalinium	2.333333333	0.710075652
Amyloid Neuropathies	deserpidine	2	0.282829544
Amyloid Neuropathies	desflurane	2.277777778	0.245135815
Amyloid Neuropathies	desipramine	2.333333333	0.890024035
Amyloid Neuropathies	deslanoside	2	0.580471939
Amyloid Neuropathies	desloratadine	2	0.298602921
Amyloid Neuropathies	desmopressin	2	0.099830433
Amyloid Neuropathies	desogestrel	2	0.787314658
Amyloid Neuropathies	desonide	2	0.655955894
Amyloid Neuropathies	desoximetasone	2	0.636755338
Amyloid Neuropathies	desoxycorticosterone acetate	2	0.460172163
Amyloid Neuropathies	desvenlafaxine	1.333333333	0.000505795
Amyloid Neuropathies	deutetrabenazine	2	0.326822414
Amyloid Neuropathies	dexamethasone	2	0.554826609
Amyloid Neuropathies	dexbrompheniramine	2	0.271893552
Amyloid Neuropathies	dexchlorpheniramine maleate	2	0.267469697
Amyloid Neuropathies	dexfenfluramine	1.5	0.004700662
Amyloid Neuropathies	dexibuprofen	2.416666667	0.99587346
Amyloid Neuropathies	dexketoprofen	2	0.263025615
Amyloid Neuropathies	dexlansoprazole	2	0.165166455
Amyloid Neuropathies	dexmedetomidine	3	0.999856459
Amyloid Neuropathies	dexmethylphenidate	1.333333333	7.96E-05
Amyloid Neuropathies	dexrazoxane	2	0.617911422
Amyloid Neuropathies	dextroamphetamine	2	0.122493029
Amyloid Neuropathies	dextromethorphan	1.904761905	0.000149098
Amyloid Neuropathies	dextropropoxyphene	2.25	0.663277069
Amyloid Neuropathies	dextrothyroxine	2.333333333	0.785056455
Amyloid Neuropathies	dezocine	2	0.328170027
Amyloid Neuropathies	diacerein	2.333333333	0.862981227
Amyloid Neuropathies	diamorphine	2.25	0.634507401
Amyloid Neuropathies	diazepam	2.1875	0.017830636
Amyloid Neuropathies	diazoxide	2.166666667	0.636591752
Amyloid Neuropathies	dibotermin alfa	2	0.607564331
Amyloid Neuropathies	dichloroacetic acid	2	0.293290869
Amyloid Neuropathies	dichlorobenzyl alcohol	2.6	0.917206272
Amyloid Neuropathies	diclofenac	2	0.313829937
Amyloid Neuropathies	diclofenamide	2.5	0.642715585
Amyloid Neuropathies	dicoumarol	1.666666667	0.018082864
Amyloid Neuropathies	dicyclomine	2.5	0.702628225
Amyloid Neuropathies	didanosine	2	0.443484292
Amyloid Neuropathies	dienestrol	2	0.760551101
Amyloid Neuropathies	dienogest	2	0.706709131
Amyloid Neuropathies	diethylcarbamazine	2	0.301003987
Amyloid Neuropathies	diethylpropion	2	0.243395161
Amyloid Neuropathies	diethylstilbestrol	2	0.728715593
Amyloid Neuropathies	diflorasone	2	0.643348413
Amyloid Neuropathies	diflunisal	2	0.342297122
Amyloid Neuropathies	difluocortolone	2	0.572236726
Amyloid Neuropathies	difluprednate	2	0.649739786
Amyloid Neuropathies	digitoxin	2	0.56945295
Amyloid Neuropathies	digoxin	2	0.477056881
Amyloid Neuropathies	dihydro-alpha-ergocryptine	2.75	0.999158467
Amyloid Neuropathies	dihydroergocornine	2.541666667	0.983323638
Amyloid Neuropathies	dihydroergocristine	2.551724138	0.999455186
Amyloid Neuropathies	dihydroergotamine	3	0.99778954
Amyloid Neuropathies	dihydrotachysterol	2	0.556515708
Amyloid Neuropathies	diltiazem	2.5	0.602608873
Amyloid Neuropathies	dimenhydrinate	2	0.332054137
Amyloid Neuropathies	dimercaprol	1	0.25241154
Amyloid Neuropathies	dimethyl fumarate	1.5	0.008547583
Amyloid Neuropathies	dimetindene	2	0.230834347
Amyloid Neuropathies	dinoprost	3	0.917168875
Amyloid Neuropathies	dinoprost tromethamine	2.5	0.8162624
Amyloid Neuropathies	dinoprostone	2.2	0.361730064
Amyloid Neuropathies	diosmin	2	0.575927349
Amyloid Neuropathies	dioxybenzone	2	0.522943119
Amyloid Neuropathies	diphemanil	3	0.996474635
Amyloid Neuropathies	diphenhydramine	2	0.245271803
Amyloid Neuropathies	diphenidol	2.666666667	0.983524334
Amyloid Neuropathies	diphenoxylate	2	0.391491006
Amyloid Neuropathies	diphenylpyraline	2	0.265222139
Amyloid Neuropathies	dipivefrin	2.2	0.443745903
Amyloid Neuropathies	dipyridamole	2	0.103034036
Amyloid Neuropathies	dipyrithione	2	0.565406593
Amyloid Neuropathies	disopyramide	2.5	0.998614611
Amyloid Neuropathies	disulfiram	2.5	0.866934995
Amyloid Neuropathies	dl-methylephedrine	2.333333333	0.849063381
Amyloid Neuropathies	dobutamine	2	0.479175385
Amyloid Neuropathies	docetaxel	1.666666667	0.000297043
Amyloid Neuropathies	doconexent	2	0.619401913
Amyloid Neuropathies	dofetilide	2	0.374957161
Amyloid Neuropathies	dolasetron	2	0.262421471
Amyloid Neuropathies	domperidone	2.5	0.93383966
Amyloid Neuropathies	donepezil	2.266666667	0.907028196
Amyloid Neuropathies	dopamine	2.2	0.41462564
Amyloid Neuropathies	dorzolamide	2.5	0.723831835
Amyloid Neuropathies	dosulepin	2.375	0.879657459
Amyloid Neuropathies	dotatate gallium ga-68	2	0.411941066
Amyloid Neuropathies	doxacurium	2.5	0.675392477
Amyloid Neuropathies	doxapram	3	0.997072656
Amyloid Neuropathies	doxazosin	2.2	0.385915872
Amyloid Neuropathies	doxepin	2.368421053	0.758444476
Amyloid Neuropathies	doxercalciferol	2	0.599239516
Amyloid Neuropathies	doxorubicin	2	0.565406593
Amyloid Neuropathies	doxylamine	2.333333333	0.582398532
Amyloid Neuropathies	dronabinol	3	0.973085594
Amyloid Neuropathies	dronedarone	2.48	0.999932368
Amyloid Neuropathies	droperidol	2.5	0.914654683
Amyloid Neuropathies	drospirenone	2	0.731360728
Amyloid Neuropathies	drotaverine	2	0.332054137
Amyloid Neuropathies	drotrecogin alfa	2.166666667	0.584412762
Amyloid Neuropathies	droxidopa	2.4	0.905001919
Amyloid Neuropathies	dulaglutide	2	0.590280184
Amyloid Neuropathies	duloxetine	1.333333333	0.000519456
Amyloid Neuropathies	dupilumab	2	0.443484292
Amyloid Neuropathies	durvalumab	2.5	0.641099228
Amyloid Neuropathies	duvelisib	2	0.356651587
Amyloid Neuropathies	dyclonine	2	0.155031411
Amyloid Neuropathies	dydrogesterone	2	0.56945295
Amyloid Neuropathies	dyphylline	2.375	0.679854719
Amyloid Neuropathies	ecallantide	3	0.976866046
Amyloid Neuropathies	echothiophate	3	0.660991321
Amyloid Neuropathies	econazole	2	0.467517174
Amyloid Neuropathies	eculizumab	2	0.277669818
Amyloid Neuropathies	edotreotide gallium ga-68	2.5	0.955838337
Amyloid Neuropathies	edoxaban	2	0.421945576
Amyloid Neuropathies	edrophonium	2.5	0.606645976
Amyloid Neuropathies	efalizumab	1	5.03E-24
Amyloid Neuropathies	eflornithine	2	0.434593407
Amyloid Neuropathies	efmoroctocog alfa	2	0.423762098
Amyloid Neuropathies	elagolix	3	0.823779819
Amyloid Neuropathies	eletriptan	2.714285714	0.987890465
Amyloid Neuropathies	elexacaftor	2	0.649739786
Amyloid Neuropathies	eliglustat	2	0.262421471
Amyloid Neuropathies	elotuzumab	3	0.917168875
Amyloid Neuropathies	eltrombopag	3	0.995247371
Amyloid Neuropathies	eluxadoline	2	0.342604524
Amyloid Neuropathies	emapalumab	3	0.935727975
Amyloid Neuropathies	emedastine	2	0.262421471
Amyloid Neuropathies	emicizumab	2	0.278081026
Amyloid Neuropathies	enalapril	1	0.001818001
Amyloid Neuropathies	enalaprilat	2	0.172102618
Amyloid Neuropathies	enasidenib	2	0.325152956
Amyloid Neuropathies	encainide	2	0.419528061
Amyloid Neuropathies	encorafenib	2	0.615900914
Amyloid Neuropathies	enflurane	2.263157895	0.116404771
Amyloid Neuropathies	enfortumab vedotin	2	0.299791595
Amyloid Neuropathies	enoxacin	2	0.599239516
Amyloid Neuropathies	enoxaparin	2	0.33127319
Amyloid Neuropathies	enoximone	2	0.397363447
Amyloid Neuropathies	enprofylline	2.5	0.886497751
Amyloid Neuropathies	entacapone	0	1.64E-12
Amyloid Neuropathies	entrectinib	2.166666667	0.897618083
Amyloid Neuropathies	enzacamene	2	0.865223114
