drug	disease.x	proximity.x	pval.x	similarity.x	adjusted_similarity.x	disease.y	proximity.y	pval.y	similarity.y	adjusted_similarity.y
practolol	Alzheimer Disease	0	0.008547583	1	0.916996180685167	Language Disorders	1	0.023296852	0.75	0.939653140975545
practolol	Alzheimer Disease	0	0.008547583	1	0.916996180685167	Alzheimer Disease	0	0.008547583	1	0.916996180685167
pralatrexate	Alzheimer Disease	0.5	0.046785402	0.875	0.759915570510543	Alzheimer Disease	0.5	0.046785402	0.875	0.759915570510543
pralatrexate	Alzheimer Disease	0.5	0.046785402	0.875	0.759915570510543	Memory Disorders	1	0.040567949	0.75	0.945098078077383
pralidoxime	Alzheimer Disease	0	0.000137463	1	0.999498689431439	Alzheimer Disease	0	0.000137463	1	0.999498689431439
pramipexole	Alzheimer Disease	0.2	4e-05	0.95	0.870142204938429	Memory Disorders	1.2	0.00194825	0.7	0.354850999878246
pramipexole	Alzheimer Disease	0.2	4e-05	0.95	0.870142204938429	Language Disorders	1.2	0.001030712	0.7	0.886538021702445
pramipexole	Alzheimer Disease	0.2	4e-05	0.95	0.870142204938429	Alzheimer Disease	0.2	4e-05	0.95	0.870142204938429
prasterone	Alzheimer Disease	0.862068966	0.014927983	0.7844827585	0.561448861715623	Language Disorders	1.689655172	0.027025386	0.577586207	0.590892991177108
prasterone	Alzheimer Disease	0.862068966	0.014927983	0.7844827585	0.561448861715623	Memory Disorders	1.413793103	3.95e-06	0.64655172425	0.243743147676325
prasterone	Alzheimer Disease	0.862068966	0.014927983	0.7844827585	0.561448861715623	Alzheimer Disease	0.862068966	0.014927983	0.7844827585	0.561448861715623
prasugrel	Alzheimer Disease	0	0.005224605	1	0.999498689431439	Alzheimer Disease	0	0.005224605	1	0.999498689431439
pravastatin	Alzheimer Disease	0.5	0.019968885	0.875	0.996659662454039	Alzheimer Disease	0.5	0.019968885	0.875	0.996659662454039
prazosin	Alzheimer Disease	0.5	0.001538465	0.875	0.759915570510543	Memory Disorders	1.333333333	0.001263881	0.66666666675	0.843611506693975
prazosin	Alzheimer Disease	0.5	0.001538465	0.875	0.759915570510543	Alzheimer Disease	0.5	0.001538465	0.875	0.759915570510543
procaine	Alzheimer Disease	0.666666667	1.2e-05	0.83333333325	0.993726881956618	Alzheimer Disease	0.666666667	1.2e-05	0.83333333325	0.993726881956618
procaine	Alzheimer Disease	0.666666667	1.2e-05	0.83333333325	0.993726881956618	Memory Disorders	1.666666667	0.004349945	0.58333333325	0.146233886424169
procarbazine	Alzheimer Disease	0	0.000963847	1	0.999498689431439	Alzheimer Disease	0	0.000963847	1	0.999498689431439
procarbazine	Alzheimer Disease	0	0.000963847	1	0.999498689431439	Memory Disorders	1.5	0.01297776	0.625	0.206233008902532
prochlorperazine	Alzheimer Disease	0.5	0.001809006	0.875	0.759915570510543	Alzheimer Disease	0.5	0.001809006	0.875	0.759915570510543
prochlorperazine	Alzheimer Disease	0.5	0.001809006	0.875	0.759915570510543	Language Disorders	1.625	0.023394447	0.59375	0.159723968896025
prochlorperazine	Alzheimer Disease	0.5	0.001809006	0.875	0.759915570510543	Memory Disorders	1.25	3.49e-06	0.6875	0.878194941649415
procyclidine	Alzheimer Disease	0.5	0.007541252	0.875	0.996659662454039	Alzheimer Disease	0.5	0.007541252	0.875	0.996659662454039
profenamine	Alzheimer Disease	0	3.18e-05	1	0.999498689431439	Language Disorders	1.666666667	0.02911568	0.58333333325	0.146233886424169
profenamine	Alzheimer Disease	0	3.18e-05	1	0.999498689431439	Alzheimer Disease	0	3.18e-05	1	0.999498689431439
proflavine	Alzheimer Disease	0	0.042410927	1	0.999498689431439	Alzheimer Disease	0	0.042410927	1	0.999498689431439
progesterone	Alzheimer Disease	0.5	0.032543108	0.875	0.996659662454039	Alzheimer Disease	0.5	0.032543108	0.875	0.996659662454039
promazine	Alzheimer Disease	0.5	7.69e-06	0.875	0.759915570510543	Language Disorders	1.714285714	0.007628807	0.5714285715	0.570217539296702
promazine	Alzheimer Disease	0.5	7.69e-06	0.875	0.759915570510543	Alzheimer Disease	0.5	7.69e-06	0.875	0.759915570510543
promazine	Alzheimer Disease	0.5	7.69e-06	0.875	0.759915570510543	Memory Disorders	1.428571429	2.43e-05	0.64285714275	0.23699746879252
promethazine	Alzheimer Disease	0.727272727	0.005400925	0.81818181825	0.641995299809939	Memory Disorders	1.454545455	0.000430295	0.63636363625	0.77960882989344
promethazine	Alzheimer Disease	0.727272727	0.005400925	0.81818181825	0.641995299809939	Alzheimer Disease	0.727272727	0.005400925	0.81818181825	0.641995299809939
propafenone	Alzheimer Disease	0.5	0.043174046	0.875	0.759915570510543	Alzheimer Disease	0.5	0.043174046	0.875	0.759915570510543
propafenone	Alzheimer Disease	0.5	0.043174046	0.875	0.759915570510543	Amyloid Neuropathies	1.75	0.043173515	0.5625	0.12209024541556
propafenone	Alzheimer Disease	0.5	0.043174046	0.875	0.759915570510543	Language Disorders	1	0.000970445	0.75	0.939653140975545
propantheline	Alzheimer Disease	0	0.019405347	1	0.999498689431439	Alzheimer Disease	0	0.019405347	1	0.999498689431439
propiomazine	Alzheimer Disease	0.5	3.43e-05	0.875	0.759915570510543	Alzheimer Disease	0.5	3.43e-05	0.875	0.759915570510543
propiomazine	Alzheimer Disease	0.5	3.43e-05	0.875	0.759915570510543	Language Disorders	1.714285714	0.011890758	0.5714285715	0.570217539296702
propiomazine	Alzheimer Disease	0.5	3.43e-05	0.875	0.759915570510543	Memory Disorders	1.428571429	0.000162277	0.64285714275	0.23699746879252
propiverine	Alzheimer Disease	0.571428571	0.000928394	0.85714285725	0.995622925786853	Alzheimer Disease	0.571428571	0.000928394	0.85714285725	0.995622925786853
propranolol	Alzheimer Disease	0.4	0.001837122	0.9	0.802535407328769	Memory Disorders	1	5.99e-05	0.75	0.945098078077383
propranolol	Alzheimer Disease	0.4	0.001837122	0.9	0.802535407328769	Alzheimer Disease	0.4	0.001837122	0.9	0.802535407328769
propylene glycol	Alzheimer Disease	0	0.009015575	1	0.999498689431439	Alzheimer Disease	0	0.009015575	1	0.999498689431439
protamine sulfate	Alzheimer Disease	0	0.002584919	1	0.999498689431439	Alzheimer Disease	0	0.002584919	1	0.999498689431439
protein s human	Alzheimer Disease	0.333333333	0.005152249	0.91666666675	0.998223773135608	Alzheimer Disease	0.333333333	0.005152249	0.91666666675	0.998223773135608
prothrombin	Alzheimer Disease	0.25	0.00061008	0.9375	0.855352842489066	Memory Disorders	1	0.000437539	0.75	0.945098078077383
prothrombin	Alzheimer Disease	0.25	0.00061008	0.9375	0.855352842489066	Alzheimer Disease	0.25	0.00061008	0.9375	0.855352842489066
pseudoephedrine	Alzheimer Disease	0.571428571	4.72e-05	0.85714285725	0.725845478306619	Language Disorders	1.095238095	1.35e-07	0.72619047625	0.918118006479624
pseudoephedrine	Alzheimer Disease	0.571428571	4.72e-05	0.85714285725	0.725845478306619	Memory Disorders	1	1.12e-06	0.75	0.475573630947114
pseudoephedrine	Alzheimer Disease	0.571428571	4.72e-05	0.85714285725	0.725845478306619	Alzheimer Disease	0.571428571	4.72e-05	0.85714285725	0.725845478306619
pyrantel	Alzheimer Disease	0	0.02285926	1	0.999498689431439	Alzheimer Disease	0	0.02285926	1	0.999498689431439
pyrethrum extract	Alzheimer Disease	0	0.011309699	1	0.999498689431439	Alzheimer Disease	0	0.011309699	1	0.999498689431439
pyridostigmine	Alzheimer Disease	0	4.58e-05	1	0.999498689431439	Alzheimer Disease	0	4.58e-05	1	0.999498689431439
quetiapine	Alzheimer Disease	0.576923077	7.53e-09	0.85576923075	0.723103583468192	Alzheimer Disease	0.576923077	7.53e-09	0.85576923075	0.723103583468192
quetiapine	Alzheimer Disease	0.576923077	7.53e-09	0.85576923075	0.723103583468192	Language Disorders	1.769230769	0.014600497	0.55769230775	0.523308876279621
quetiapine	Alzheimer Disease	0.576923077	7.53e-09	0.85576923075	0.723103583468192	Memory Disorders	1.538461538	4.88e-07	0.6153846155	0.190936397049312
quinagolide	Alzheimer Disease	0	0.000133694	1	0.916996180685167	Alzheimer Disease	0	0.000133694	1	0.916996180685167
quinagolide	Alzheimer Disease	0	0.000133694	1	0.916996180685167	Language Disorders	0.666666667	5.01e-08	0.83333333325	0.980055283476762
quinagolide	Alzheimer Disease	0	0.000133694	1	0.916996180685167	Memory Disorders	0.666666667	3.96e-08	0.83333333325	0.676022002084612
quinapril	Alzheimer Disease	0	0.024100319	1	0.916996180685167	Language Disorders	1	0.004752629	0.75	0.475573630947114
quinapril	Alzheimer Disease	0	0.024100319	1	0.916996180685167	Amyloid Neuropathies	1	0.001559133	0.75	0.910611085269981
quinapril	Alzheimer Disease	0	0.024100319	1	0.916996180685167	Memory Disorders	0	3.64e-05	1	0.916996180685167
quinapril	Alzheimer Disease	0	0.024100319	1	0.916996180685167	Alzheimer Disease	0	0.024100319	1	0.916996180685167
racepinephrine	Alzheimer Disease	0.333333333	2.25e-06	0.91666666675	0.827624363017613	Memory Disorders	1.111111111	5.01e-06	0.72222222225	0.921212993401376
racepinephrine	Alzheimer Disease	0.333333333	2.25e-06	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	2.25e-06	0.91666666675	0.827624363017613
ramipril	Alzheimer Disease	0.5	0.017082539	0.875	0.759915570510543	Memory Disorders	1	0.000106532	0.75	0.945098078077383
ramipril	Alzheimer Disease	0.5	0.017082539	0.875	0.759915570510543	Alzheimer Disease	0.5	0.017082539	0.875	0.759915570510543
ramipril	Alzheimer Disease	0.5	0.017082539	0.875	0.759915570510543	Language Disorders	1.5	0.026534379	0.625	0.206233008902532
ramucirumab	Alzheimer Disease	0	0.000370198	1	0.999498689431439	Alzheimer Disease	0	0.000370198	1	0.999498689431439
ranibizumab	Alzheimer Disease	0	0.0138285	1	0.999498689431439	Alzheimer Disease	0	0.0138285	1	0.999498689431439
ranolazine	Alzheimer Disease	0.96	0.029068389	0.76	0.500554170937533	Alzheimer Disease	0.96	0.029068389	0.76	0.500554170937533
ranolazine	Alzheimer Disease	0.96	0.029068389	0.76	0.500554170937533	Memory Disorders	1.6	6.53e-05	0.6	0.680709788918494
rapacuronium	Alzheimer Disease	0	0.019069473	1	0.999498689431439	Alzheimer Disease	0	0.019069473	1	0.999498689431439
rasagiline	Alzheimer Disease	0	0.011765028	1	0.916996180685167	Alzheimer Disease	0	0.011765028	1	0.916996180685167
rasagiline	Alzheimer Disease	0	0.011765028	1	0.916996180685167	Language Disorders	1	0.029151431	0.75	0.939653140975545
regorafenib	Alzheimer Disease	0.388888889	4.67e-06	0.90277777775	0.806900452905362	Alzheimer Disease	0.388888889	4.67e-06	0.90277777775	0.806900452905362
regorafenib	Alzheimer Disease	0.388888889	4.67e-06	0.90277777775	0.806900452905362	Language Disorders	0.944444444	1.77e-05	0.763888889	0.949642707738058
remoxipride	Alzheimer Disease	0	4.99e-09	1	0.916996180685167	Alzheimer Disease	0	4.99e-09	1	0.916996180685167
remoxipride	Alzheimer Disease	0	4.99e-09	1	0.916996180685167	Memory Disorders	1	6.35e-06	0.75	0.475573630947114
remoxipride	Alzheimer Disease	0	4.99e-09	1	0.916996180685167	Language Disorders	0.8	2e-08	0.8	0.968779061072677
repaglinide	Alzheimer Disease	0	0.003003792	1	0.999498689431439	Alzheimer Disease	0	0.003003792	1	0.999498689431439
rescinnamine	Alzheimer Disease	0	0.018045761	1	0.916996180685167	Alzheimer Disease	0	0.018045761	1	0.916996180685167
rescinnamine	Alzheimer Disease	0	0.018045761	1	0.916996180685167	Amyloid Neuropathies	1	0.000970445	0.75	0.910611085269981
rescinnamine	Alzheimer Disease	0	0.018045761	1	0.916996180685167	Memory Disorders	0	5.99e-09	1	0.916996180685167
rescinnamine	Alzheimer Disease	0	0.018045761	1	0.916996180685167	Language Disorders	1	0.014932392	0.75	0.475573630947114
resveratrol	Alzheimer Disease	0.47826087	0.000202542	0.8804347825	0.769690514213878	Alzheimer Disease	0.47826087	0.000202542	0.8804347825	0.769690514213878
resveratrol	Alzheimer Disease	0.47826087	0.000202542	0.8804347825	0.769690514213878	Memory Disorders	1.086956522	0.002407693	0.7282608695	0.92710383372437
reteplase	Alzheimer Disease	0.25	0.000100439	0.9375	0.855352842489066	Alzheimer Disease	0.25	0.000100439	0.9375	0.855352842489066
reteplase	Alzheimer Disease	0.25	0.000100439	0.9375	0.855352842489066	Memory Disorders	0.75	0.002884914	0.8125	0.976247630772842
revefenacin	Alzheimer Disease	0.8	0.01699138	0.8	0.989632625584422	Alzheimer Disease	0.8	0.01699138	0.8	0.989632625584422
ribavirin	Alzheimer Disease	0.5	0.000651867	0.875	0.996659662454039	Alzheimer Disease	0.5	0.000651867	0.875	0.996659662454039
rifampicin	Alzheimer Disease	0	0.000778463	1	0.999498689431439	Alzheimer Disease	0	0.000778463	1	0.999498689431439
rifaximin	Alzheimer Disease	0	0.000370198	1	0.999498689431439	Alzheimer Disease	0	0.000370198	1	0.999498689431439
rilmenidine	Alzheimer Disease	0	0.011554449	1	0.916996180685167	Alzheimer Disease	0	0.011554449	1	0.916996180685167
rilmenidine	Alzheimer Disease	0	0.011554449	1	0.916996180685167	Language Disorders	0	7.85e-06	1	0.997960746870246
rilonacept	Alzheimer Disease	0	0.000298084	1	0.999498689431439	Alzheimer Disease	0	0.000298084	1	0.999498689431439
rilpivirine	Alzheimer Disease	0	0.011309699	1	0.999498689431439	Alzheimer Disease	0	0.011309699	1	0.999498689431439
risedronic acid	Alzheimer Disease	0	0.005120837	1	0.999498689431439	Alzheimer Disease	0	0.005120837	1	0.999498689431439
risperidone	Alzheimer Disease	0.4	2.66e-06	0.9	0.802535407328769	Memory Disorders	1.4	7.77e-06	0.65	0.250155464708731
risperidone	Alzheimer Disease	0.4	2.66e-06	0.9	0.802535407328769	Language Disorders	1.466666667	1.45e-06	0.63333333325	0.757029462794277
risperidone	Alzheimer Disease	0.4	2.66e-06	0.9	0.802535407328769	Alzheimer Disease	0.4	2.66e-06	0.9	0.802535407328769
ritonavir	Alzheimer Disease	0	0.006830513	1	0.999498689431439	Alzheimer Disease	0	0.006830513	1	0.999498689431439
rituximab	Alzheimer Disease	0	0.023262262	1	0.999498689431439	Alzheimer Disease	0	0.023262262	1	0.999498689431439
rivaroxaban	Alzheimer Disease	0	0.011195598	1	0.999498689431439	Alzheimer Disease	0	0.011195598	1	0.999498689431439
rivastigmine	Alzheimer Disease	0	1.2e-05	1	0.999498689431439	Alzheimer Disease	0	1.2e-05	1	0.999498689431439
rocuronium	Alzheimer Disease	0.666666667	0.017090136	0.83333333325	0.993726881956618	Alzheimer Disease	0.666666667	0.017090136	0.83333333325	0.993726881956618
rofecoxib	Alzheimer Disease	0	0.000249074	1	0.999498689431439	Alzheimer Disease	0	0.000249074	1	0.999498689431439
ropinirole	Alzheimer Disease	0.333333333	6.33e-06	0.91666666675	0.827624363017613	Alzheimer Disease	0.333333333	6.33e-06	0.91666666675	0.827624363017613
ropinirole	Alzheimer Disease	0.333333333	6.33e-06	0.91666666675	0.827624363017613	Memory Disorders	1.222222222	1.55e-06	0.6944444445	0.888166295431888
ropinirole	Alzheimer Disease	0.333333333	6.33e-06	0.91666666675	0.827624363017613	Language Disorders	1.666666667	0.027561195	0.58333333325	0.146233886424169
rosiglitazone	Alzheimer Disease	0.142857143	4.92e-09	0.96428571425	0.999137734339707	Alzheimer Disease	0.142857143	4.92e-09	0.96428571425	0.999137734339707
rotigotine	Alzheimer Disease	0.142857143	1.98e-07	0.96428571425	0.885448909205393	Memory Disorders	1.142857143	6.73e-07	0.71428571425	0.388190164697243
rotigotine	Alzheimer Disease	0.142857143	1.98e-07	0.96428571425	0.885448909205393	Language Disorders	1.428571429	0.001030712	0.64285714275	0.780366600171195
rotigotine	Alzheimer Disease	0.142857143	1.98e-07	0.96428571425	0.885448909205393	Alzheimer Disease	0.142857143	1.98e-07	0.96428571425	0.885448909205393
roxithromycin	Alzheimer Disease	0	0.003304639	1	0.916996180685167	Alzheimer Disease	0	0.003304639	1	0.916996180685167
